ticket_number;requestor_name;owner_group;issue_category;ticket_type;severity;severity_num;days_open;satisfaction_ind;ticket_status;created_date
323-577242-1397-1-T;Mitchell Le Brun;Security and Governance;Access/Login;Request;Medium;2;23;Unknown;Waiting for Requestor Feedback;2020-04-21
407-324964-4593-2-Y;Deborah Fost;Security and Governance;Access/Login;Request;Medium;2;10;Unknown;Resolved;2020-08-07
079-794796-6146-9-F;Thorsten Whithalgh;Security and Governance;Access/Login;Request;Unassigned;0;3;Unsatisfied;Open;2020-06-28
366-199560-7865-4-F;Mel Catlin;Software;Access/Login;Issue;High;3;24;Unknown;Open;2020-08-09
034-520746-3444-9-T;Madelle Slocumb;Hardware;Systems;Request;High;3;2;Unsatisfied;Open;2020-04-22
455-974834-8911-1-H;Else Ruddock;Software;Software;Request;Low;1;23;Satisfied;Open;2020-06-25
692-012244-2632-3-Y;Austina Domange;Security and Governance;Access/Login;Issue;Unassigned;0;16;Unsatisfied;Resolved;2020-03-21
848-951523-8452-7-Y;Hortense Philler;Hardware;Systems;Request;Medium;2;5;Unknown;Open;2020-07-26
574-236992-0983-0-L;Loralyn Josham;Software;Access/Login;Issue;Unassigned;0;34;Satisfied;Open;2020-09-01
830-161826-5720-7-A;Bud Garwood;Security and Governance;Access/Login;Issue;High;3;11;Unsatisfied;Open;2020-08-10
894-857944-0431-6-L;Haslett Guinn;Security and Governance;Access/Login;Request;Medium;2;27;Satisfied;Open;2020-03-03
179-120480-5443-0-P;Estel Goricke;Networking;Hardware;Issue;Medium;2;16;Satisfied;Waiting for Requestor Feedback;2020-04-12
266-110583-7956-8-G;Bibbie Hindmoor;Security and Governance;Access/Login;Issue;Low;1;6;Unknown;Closed - No Action;2020-10-01
888-483935-5440-2-I;Perle Larose;Software;Access/Login;Request;Medium;2;13;Satisfied;Open;2020-10-15
682-966405-0858-8-L;Vergil Hallaways;Security and Governance;Access/Login;Request;Low;1;37;Satisfied;Open;2020-05-08
177-331995-3646-8-Z;Beret Adamthwaite;Hardware;Systems;Request;Low;1;4;Satisfied;Open;2020-03-01
271-274984-2778-0-N;Mandy Pole;Hardware;Hardware;Issue;High;3;31;Satisfied;Waiting for Requestor Feedback;2020-08-25
866-100742-5345-9-J;Alon Christene;Networking;Access/Login;Request;Medium;2;34;Unknown;Open;2020-03-23
366-593355-9237-8-W;Mead Conibere;Architecture;Systems;Request;Low;1;20;Unknown;Open;2020-09-13
791-116787-6855-1-I;Randie Clough;Software;Software;Request;Unassigned;0;32;Unknown;Resolved;2020-07-08
302-659376-6729-2-K;Gleda Meco;Security and Governance;Access/Login;Request;Unassigned;0;18;Satisfied;Waiting for Requestor Feedback;2020-03-18
400-788935-1547-4-I;Whittaker Mountfort;Hardware;Hardware;Request;Unassigned;0;16;Unknown;Open;2020-10-07
221-952661-3174-7-V;Esra Gerriets;Networking;Access/Login;Request;Unassigned;0;2;Satisfied;Open;2020-10-03
811-804939-2064-9-J;Joni Yegorovnin;Software;Access/Login;Issue;Low;1;18;Satisfied;Resolved;2020-04-14
281-141311-1666-2-H;Cecile Hargey;Architecture;Systems;Request;Low;1;18;Unknown;Open;2020-10-12
093-556555-9311-6-Z;Vick Jeanequin;Security and Governance;Access/Login;Issue;Low;1;9;Satisfied;Open;2020-04-07
670-313817-7477-9-O;Griffy Emmins;Software;Access/Login;Issue;High;3;26;Unsatisfied;Waiting for Requestor Feedback;2020-05-04
786-491033-5895-1-Q;Donavon Dowsett;Software;Access/Login;Request;High;3;31;Unknown;Waiting for Requestor Feedback;2020-04-25
203-686463-8728-6-U;Becca Laflin;Architecture;Systems;Request;High;3;18;Unknown;Open;2020-05-18
388-467236-7166-7-A;Audrie Mattam;Security and Governance;Access/Login;Request;Medium;2;5;Unknown;Open;2020-10-21
722-848212-2798-2-I;Alford Spiers;Hardware;Hardware;Issue;High;3;14;Satisfied;Open;2020-07-08
449-714274-6121-5-J;Mehetabel Flippini;Networking;Access/Login;Request;Low;1;37;Unknown;Resolved;2020-10-09
099-167867-7750-2-L;Noella Learoyde;Security and Governance;Access/Login;Request;Unassigned;0;1;Unknown;Open;2020-03-27
196-064928-9410-5-N;Michail Casetti;Hardware;Systems;Request;Low;1;17;Satisfied;Open;2020-03-11
822-676886-8609-4-A;Walden Spincks;Networking;Systems;Request;Unassigned;0;21;Satisfied;Resolved;2020-07-28
209-183833-4704-0-E;Dido Johnikin;Networking;Access/Login;Request;Low;1;30;Unknown;Open;2020-03-05
022-931994-6599-9-P;Aprilette Caban;Security and Governance;Access/Login;Request;High;3;1;Satisfied;Open;2020-07-09
567-961491-9307-7-X;Bancroft Skeene;Hardware;Hardware;Request;Medium;2;11;Satisfied;Open;2020-07-28
430-453546-3896-7-O;William Killich;Security and Governance;Access/Login;Request;High;3;37;Satisfied;Open;2020-10-19
675-200111-0150-0-A;Hendrika Esterbrook;Networking;Access/Login;Request;Unassigned;0;27;Unknown;Open;2020-10-28
076-848656-9544-0-S;Domeniga Abys;Architecture;Hardware;Request;Low;1;36;Unsatisfied;Open;2020-09-09
029-443799-8857-3-B;Maurie Gergus;Architecture;Hardware;Issue;Medium;2;23;Satisfied;Open;2020-06-27
230-278024-6323-4-R;Rainer Carlucci;Software;Software;Request;High;3;30;Unknown;Open;2020-03-10
531-087311-4079-8-U;Tobie Stanman;Security and Governance;Access/Login;Issue;Low;1;22;Satisfied;Resolved;2020-05-19
771-151638-6039-4-N;Susi Eckh;Networking;Hardware;Request;Low;1;36;Satisfied;Open;2020-06-24
318-092415-4714-8-H;Sloane Hogbourne;Architecture;Systems;Request;Medium;2;20;Satisfied;Waiting for Requestor Feedback;2020-09-05
635-230903-6770-8-T;Maje Ciccarelli;Hardware;Systems;Request;Unassigned;0;21;Unknown;Resolved;2020-03-10
140-640114-7554-0-Z;Dorian Betham;Software;Access/Login;Request;Low;1;12;Satisfied;Resolved;2020-08-10
322-707266-6191-6-F;Verena Culpen;Security and Governance;Access/Login;Issue;Low;1;13;Unknown;Open;2020-07-11
290-215046-4159-8-T;Kevin Towriss;Security and Governance;Access/Login;Request;Unassigned;0;22;Satisfied;Open;2020-06-06
308-062411-6011-1-J;Dotti Kupec;Networking;Hardware;Issue;Medium;2;14;Satisfied;Open;2020-06-23
085-272360-4808-2-I;Loralyn Muller;Hardware;Systems;Request;Low;1;28;Unknown;Waiting for Requestor Feedback;2020-09-01
404-695605-5455-8-V;Anastasia Brammer;Architecture;Systems;Issue;Low;1;19;Unknown;Resolved;2020-08-21
176-368622-1046-4-A;Tallie Bothie;Architecture;Systems;Request;Unassigned;0;12;Satisfied;Open;2020-05-18
095-725546-5594-6-T;Friederike Lehrahan;Architecture;Hardware;Request;High;3;11;Unsatisfied;Open;2020-10-09
168-251431-2423-5-X;Rae Bolley;Networking;Hardware;Issue;Low;1;33;Satisfied;Open;2020-06-05
720-615307-3500-9-Z;Fanchette Enterlein;Architecture;Hardware;Request;Low;1;4;Unknown;Waiting for Requestor Feedback;2020-07-07
441-580551-2421-8-F;Danya Tenniswood;Architecture;Systems;Request;Unassigned;0;11;Unknown;Waiting for Requestor Feedback;2020-07-18
237-429724-0936-2-T;Roshelle Baldacco;Security and Governance;Access/Login;Request;High;3;29;Satisfied;Open;2020-09-11
346-845841-1370-6-T;Virgie Abrahamowitcz;Security and Governance;Access/Login;Request;Unassigned;0;21;Unknown;Open;2020-05-23
435-553060-7520-0-W;Kaye Vinter;Architecture;Systems;Request;High;3;36;Satisfied;Open;2020-05-07
299-492909-9559-3-Y;Cilka Foro;Security and Governance;Access/Login;Request;High;3;30;Satisfied;Open;2020-06-24
855-459217-3402-6-G;Zacherie Tunnadine;Networking;Systems;Issue;Unassigned;0;8;Satisfied;Open;2020-04-28
327-841796-5219-4-T;Bobbi Everitt;Software;Software;Issue;High;3;1;Satisfied;Waiting for Requestor Feedback;2020-03-30
076-408182-0982-5-R;Rayna Beaglehole;Architecture;Systems;Request;Medium;2;11;Satisfied;Open;2020-04-03
180-028621-8251-2-T;Marris Lyburn;Security and Governance;Access/Login;Issue;Low;1;3;Unsatisfied;Open;2020-04-01
042-762931-0099-3-I;Jandy Fatharly;Hardware;Systems;Issue;Low;1;22;Unknown;Waiting for Requestor Feedback;2020-06-16
176-731783-7963-0-H;Armstrong Chadwyck;Security and Governance;Access/Login;Issue;Low;1;25;Unknown;Open;2020-07-03
976-423069-6286-9-N;Tarra Rotte;Architecture;Systems;Issue;Medium;2;14;Unknown;Open;2020-07-29
253-509962-5845-9-E;Karlen Gigg;Software;Access/Login;Issue;High;3;24;Satisfied;Resolved;2020-08-04
047-326260-3857-5-E;Verla Beales;Hardware;Hardware;Issue;Unassigned;0;7;Satisfied;Waiting for Requestor Feedback;2020-04-06
718-026615-4658-4-O;Kristoffer Howe;Architecture;Systems;Request;Unassigned;0;29;Satisfied;Open;2020-07-08
161-569732-2952-6-Q;Pieter Falco;Hardware;Systems;Issue;Medium;2;30;Satisfied;Open;2020-10-08
183-490361-0282-6-P;Reube Schettini;Security and Governance;Access/Login;Request;Unassigned;0;23;Satisfied;Open;2020-07-23
195-838233-4163-2-A;Evangelin Featherstonhaugh;Networking;Access/Login;Request;Unassigned;0;22;Satisfied;Waiting for Requestor Feedback;2020-07-20
118-987783-1903-7-O;Thorndike Roe;Security and Governance;Access/Login;Issue;Unassigned;0;30;Unknown;Open;2020-09-29
109-587012-0959-4-T;Ulrika MacVaugh;Security and Governance;Access/Login;Request;Unassigned;0;17;Unknown;Open;2020-04-06
956-629258-9380-3-O;Cari Tarborn;Software;Software;Issue;Medium;2;27;Satisfied;Open;2020-03-21
386-870922-5370-3-B;Fredrika Allsopp;Hardware;Hardware;Issue;High;3;34;Unknown;Open;2020-06-27
632-619151-5564-6-Q;Felecia Levecque;Security and Governance;Access/Login;Request;Unassigned;0;16;Satisfied;Open;2020-05-09
168-896754-2829-9-X;Sibylla Dulling;Security and Governance;Access/Login;Issue;Low;1;19;Satisfied;Open;2020-06-03
991-241695-4085-4-X;Yardley Charnock;Architecture;Hardware;Request;Unassigned;0;1;Unknown;Open;2020-04-04
916-001028-2820-1-Z;Audy Cuberley;Security and Governance;Access/Login;Issue;Medium;2;30;Unknown;Open;2020-08-10
094-980944-9098-3-K;Lauri Droghan;Hardware;Hardware;Issue;Unassigned;0;25;Satisfied;Open;2020-04-04
511-093059-1726-3-N;Jolene Crock;Networking;Access/Login;Request;Low;1;18;Unknown;Open;2020-08-11
650-135969-5881-7-F;Jerrie Ridler;Hardware;Hardware;Issue;Unassigned;0;16;Satisfied;Open;2020-03-08
260-269593-3381-8-R;Tiler Ousley;Networking;Access/Login;Request;Unassigned;0;13;Unknown;Open;2020-08-01
983-004935-2033-2-X;Jemimah Bosquet;Hardware;Hardware;Request;Medium;2;26;Satisfied;Open;2020-07-25
564-511638-7814-5-Z;Galven Ligoe;Hardware;Hardware;Issue;Unassigned;0;16;Unsatisfied;Closed - No Action;2020-10-06
821-522829-1585-4-N;Leelah Seleway;Architecture;Systems;Issue;Low;1;29;Satisfied;Open;2020-04-11
128-443226-8002-2-K;Philipa Schultz;Hardware;Systems;Issue;Unassigned;0;5;Unsatisfied;Open;2020-09-22
841-423199-6858-2-A;Lucas Bradder;Software;Software;Issue;Unassigned;0;12;Satisfied;Waiting for Requestor Feedback;2020-03-14
359-252480-4284-0-P;Katrinka Storrah;Hardware;Hardware;Request;Unassigned;0;25;Satisfied;Open;2020-05-29
645-660357-0432-7-M;Grethel Spacy;Networking;Systems;Issue;High;3;11;Satisfied;Open;2020-03-17
414-976724-4848-1-I;Georges Andryushin;Software;Access/Login;Issue;Unassigned;0;23;Satisfied;Open;2020-05-23
596-724149-0798-1-W;Dannel Flewitt;Software;Access/Login;Request;Unassigned;0;12;Unsatisfied;Closed - No Action;2020-09-20
690-123379-6743-8-I;Chaddie Cretney;Security and Governance;Access/Login;Request;Medium;2;19;Satisfied;Open;2020-04-22
829-887399-5166-1-P;Devora Beausang;Architecture;Systems;Request;Unassigned;0;31;Satisfied;Waiting for Requestor Feedback;2020-05-26
822-458343-5824-2-K;Jewell Jedrachowicz;Security and Governance;Access/Login;Request;Unassigned;0;33;Unknown;Open;2020-04-19
318-959524-8315-3-A;Saraann Trees;Networking;Systems;Request;Unassigned;0;1;Unknown;Open;2020-03-12
604-020609-8048-5-L;Betsy Arnau;Security and Governance;Access/Login;Request;Unassigned;0;7;Satisfied;Open;2020-04-16
871-355717-8303-6-B;Ambrosius Diamond;Networking;Access/Login;Request;Unassigned;0;20;Unknown;Open;2020-03-20
336-137815-3243-5-D;Jacquelyn Ethington;Architecture;Systems;Issue;Low;1;22;Unsatisfied;Open;2020-04-04
512-300659-1308-6-L;Marlena Brugemann;Security and Governance;Access/Login;Issue;Unassigned;0;4;Unknown;Resolved;2020-06-23
564-620923-2171-4-V;Pearle Bending;Software;Access/Login;Request;Unassigned;0;27;Satisfied;Resolved;2020-03-29
687-208000-0342-8-U;Eb Yackiminie;Networking;Systems;Request;Unassigned;0;8;Satisfied;Open;2020-06-07
262-516504-8962-3-T;Del Berk;Software;Access/Login;Request;Low;1;2;Satisfied;Open;2020-06-10
431-855823-0342-4-B;Bogey Maling;Software;Access/Login;Issue;Unassigned;0;15;Satisfied;Open;2020-03-30
642-698601-5327-7-W;Minetta Blunsden;Software;Software;Issue;Low;1;6;Satisfied;Open;2020-05-17
435-738943-5420-2-N;Clo Rosenthal;Security and Governance;Access/Login;Request;Medium;2;3;Satisfied;Waiting for Requestor Feedback;2020-04-07
230-916061-3142-2-N;Tedd Sibbson;Networking;Systems;Issue;Medium;2;26;Unsatisfied;Open;2020-09-19
389-785486-3208-6-E;Claribel Scutchin;Networking;Hardware;Issue;High;3;29;Unknown;Open;2020-09-07
170-691778-7819-4-Z;Micheal Killiam;Networking;Hardware;Issue;Medium;2;2;Satisfied;Open;2020-09-09
677-519361-6173-1-Q;Andy Evequot;Software;Access/Login;Request;Low;1;32;Unsatisfied;Open;2020-03-23
692-652997-0319-7-X;Cecilio MacAulay;Security and Governance;Access/Login;Request;Medium;2;12;Satisfied;Open;2020-07-28
122-487932-8114-7-M;Kristian Pardoe;Security and Governance;Access/Login;Issue;Unassigned;0;30;Unknown;Open;2020-09-25
786-240977-8358-0-V;Kerr Scotland;Hardware;Systems;Request;High;3;37;Unknown;Open;2020-07-08
242-396097-4729-2-C;Rene Gladdish;Security and Governance;Access/Login;Request;High;3;22;Satisfied;Open;2020-05-15
011-020797-6978-9-O;Martino Studdert;Hardware;Hardware;Request;High;3;15;Unknown;Resolved;2020-06-28
728-796689-5227-2-G;Edan Stapley;Security and Governance;Access/Login;Issue;High;3;9;Satisfied;Open;2020-05-15
941-698890-1419-1-O;Kenton Mayo;Architecture;Systems;Request;High;3;16;Satisfied;Open;2020-09-22
513-157054-2078-5-Q;Rufe Botwood;Security and Governance;Access/Login;Issue;Unassigned;0;6;Satisfied;Open;2020-06-15
409-918458-1213-2-H;Lorette Bartolic;Hardware;Hardware;Request;Unassigned;0;12;Unsatisfied;Open;2020-06-15
038-110601-6605-3-E;Giselbert Burger;Software;Access/Login;Issue;Unassigned;0;13;Satisfied;Open;2020-06-30
928-204279-7828-4-W;Lawry Shalcros;Networking;Hardware;Request;Medium;2;13;Satisfied;Waiting for Requestor Feedback;2020-09-20
013-789451-3419-3-W;Tory Semken;Hardware;Hardware;Request;Unassigned;0;20;Unknown;Open;2020-04-06
325-034362-6735-8-H;Berry Peaker;Software;Software;Request;Medium;2;7;Unknown;Open;2020-09-25
010-803421-2559-4-C;Farrell Gallanders;Architecture;Hardware;Request;High;3;37;Unknown;Waiting for Requestor Feedback;2020-04-04
336-860993-1378-6-X;Yurik Seymour;Hardware;Systems;Issue;High;3;16;Unknown;Open;2020-03-15
123-396563-0740-7-P;Tessa Twell;Networking;Access/Login;Request;Unassigned;0;30;Unknown;Open;2020-05-10
302-357122-9942-9-X;Alfi Drewet;Software;Software;Request;Medium;2;23;Satisfied;Resolved;2020-10-12
556-552164-7259-4-I;Ric Catt;Networking;Access/Login;Issue;Unassigned;0;1;Satisfied;Open;2020-06-15
338-476122-3391-2-E;Krispin Edds;Hardware;Systems;Request;Medium;2;36;Unknown;Open;2020-10-18
729-024850-9845-0-L;Miner Sedgebeer;Architecture;Systems;Issue;Medium;2;36;Unknown;Open;2020-05-23
245-229770-5422-6-Q;Gareth Drysdall;Networking;Access/Login;Request;Low;1;26;Unknown;Open;2020-06-21
455-309408-0627-3-O;Koralle Bellelli;Software;Software;Issue;Unassigned;0;8;Unsatisfied;Open;2020-04-18
426-821352-5963-8-V;Ricki Pickersail;Software;Access/Login;Issue;Low;1;32;Unknown;Open;2020-08-18
818-911094-9320-9-B;Quentin Corker;Software;Access/Login;Request;Low;1;36;Satisfied;Open;2020-04-30
923-126507-5807-2-R;Candide Gors;Software;Access/Login;Issue;Low;1;10;Unknown;Open;2020-09-15
148-948971-7209-4-B;Channa Lindsell;Software;Access/Login;Request;High;3;23;Satisfied;Resolved;2020-08-17
376-516238-6225-6-Q;Esdras Klimuk;Hardware;Hardware;Issue;Medium;2;10;Satisfied;Resolved;2020-06-17
363-576066-5013-7-H;Moises Antos;Architecture;Systems;Issue;Medium;2;31;Satisfied;Waiting for Requestor Feedback;2020-04-29
815-953532-7324-2-T;Philbert Freeborne;Hardware;Systems;Request;Unassigned;0;13;Satisfied;Resolved;2020-04-05
993-761150-1231-4-M;Delia Ahlf;Security and Governance;Access/Login;Issue;Unassigned;0;9;Satisfied;Open;2020-10-18
490-824154-0908-5-T;Dolli Doree;Software;Access/Login;Request;Low;1;22;Satisfied;Resolved;2020-04-06
087-234645-3782-6-M;Cheri Search;Hardware;Systems;Request;Unassigned;0;1;Unknown;Open;2020-04-30
487-631648-3280-9-K;Kimbell Skehens;Software;Software;Request;Unassigned;0;33;Unknown;Open;2020-04-08
289-678529-6925-2-U;Emylee Porker;Networking;Hardware;Issue;Low;1;19;Unknown;Open;2020-09-10
397-632749-4687-7-E;Danyette Janc;Security and Governance;Access/Login;Issue;Medium;2;16;Unknown;Open;2020-08-15
429-232587-0531-1-I;Wolfgang Binner;Hardware;Hardware;Issue;Medium;2;8;Satisfied;Open;2020-08-28
719-081889-7621-9-I;Flossy Metterick;Software;Access/Login;Issue;Low;1;4;Satisfied;Waiting for Requestor Feedback;2020-07-12
907-864627-4565-5-N;Leta Heisman;Software;Software;Issue;Unassigned;0;22;Satisfied;Open;2020-10-12
413-756886-3809-2-Y;Raine Lucien;Networking;Hardware;Issue;Medium;2;17;Satisfied;Open;2020-10-19
792-917559-3193-8-D;Charissa Gilhooly;Architecture;Hardware;Request;Low;1;36;Unsatisfied;Waiting for Requestor Feedback;2020-10-01
261-609152-7707-3-J;Willabella Bradd;Architecture;Hardware;Request;Medium;2;18;Satisfied;Open;2020-08-15
770-202062-8419-3-M;Jenn Chartre;Hardware;Systems;Issue;Low;1;34;Satisfied;Open;2020-08-04
181-303760-0405-9-Q;Robena Ivimey;Architecture;Hardware;Request;High;3;17;Satisfied;Open;2020-04-23
283-783257-9872-8-D;Ricky Yitzhakof;Hardware;Systems;Request;High;3;15;Satisfied;Resolved;2020-09-01
498-288627-4016-5-C;Bastien Coldicott;Security and Governance;Access/Login;Request;Low;1;17;Unsatisfied;Open;2020-09-03
941-666879-6733-2-X;Mela Toppin;Architecture;Hardware;Issue;Low;1;30;Unknown;Open;2020-08-30
244-805825-5685-1-D;Wendeline Bradburn;Security and Governance;Access/Login;Request;High;3;25;Satisfied;Open;2020-09-14
110-609944-0085-0-F;Georgena Meindl;Software;Software;Request;Low;1;24;Unknown;Open;2020-04-28
937-570497-5075-6-Y;Justen Hanson;Software;Software;Request;High;3;14;Satisfied;Open;2020-10-21
521-662629-2897-0-Z;Afton Gerrish;Architecture;Systems;Issue;Low;1;34;Unknown;Open;2020-03-10
760-323204-5002-8-E;Johna Bunclark;Software;Access/Login;Request;Medium;2;14;Satisfied;Open;2020-05-08
621-891198-7631-8-N;Joella Frascone;Security and Governance;Access/Login;Issue;Medium;2;14;Unknown;Open;2020-04-27
304-149000-6539-2-O;Lyda Sallenger;Security and Governance;Access/Login;Request;Unassigned;0;21;Satisfied;Resolved;2020-10-16
059-998844-1430-9-F;Avigdor Derycot;Architecture;Systems;Request;Low;1;32;Unsatisfied;Resolved;2020-07-29
161-349285-2492-9-F;Gertrudis Eskrick;Security and Governance;Access/Login;Issue;Medium;2;35;Satisfied;Open;2020-04-19
324-883991-4513-5-H;Leonore Witcherley;Hardware;Systems;Issue;Low;1;29;Satisfied;Open;2020-07-31
111-959497-2487-8-U;Tam Devitt;Security and Governance;Access/Login;Issue;Medium;2;36;Unknown;Waiting for Requestor Feedback;2020-07-27
927-562627-5376-6-J;Ciel Cecchetelli;Hardware;Hardware;Issue;Low;1;20;Unknown;Open;2020-10-15
530-556890-8092-0-N;Gabie Dowtry;Software;Software;Request;Unassigned;0;12;Satisfied;Resolved;2020-05-16
503-727177-9134-2-W;Christabella Elce;Hardware;Hardware;Request;High;3;31;Satisfied;Resolved;2020-03-17
558-159856-5301-9-I;Priscilla Scally;Networking;Hardware;Request;High;3;37;Unknown;Resolved;2020-04-27
227-987530-8191-4-A;Humphrey Rainsden;Hardware;Hardware;Request;Medium;2;14;Satisfied;Open;2020-08-27
535-634756-2539-4-K;Dagny Storm;Hardware;Hardware;Request;Medium;2;35;Satisfied;Open;2020-08-02
940-133906-7562-9-P;Allie Daviot;Software;Software;Request;Unassigned;0;9;Satisfied;Closed - No Action;2020-04-01
475-186360-9254-8-O;Pinchas Dyett;Security and Governance;Access/Login;Issue;High;3;1;Satisfied;Open;2020-06-06
051-925177-1371-2-J;Karissa Davitt;Networking;Hardware;Request;Medium;2;8;Satisfied;Open;2020-08-10
017-594203-0690-0-D;Skippie Earey;Hardware;Hardware;Request;Unassigned;0;22;Unknown;Resolved;2020-03-12
681-041798-0047-9-G;Farrel Asmus;Hardware;Hardware;Request;High;3;5;Unsatisfied;Open;2020-09-03
821-660847-4004-9-I;Erny Tisun;Security and Governance;Access/Login;Request;Unassigned;0;14;Satisfied;Open;2020-06-27
663-267837-0455-7-J;Shanon St. Aubyn;Software;Software;Issue;Unassigned;0;28;Satisfied;Open;2020-04-24
682-251673-9067-2-O;Kip Sans;Networking;Systems;Issue;Low;1;22;Unknown;Waiting for Requestor Feedback;2020-06-05
211-172014-1449-8-A;Roseanna Trehearne;Security and Governance;Access/Login;Request;Low;1;35;Unknown;Resolved;2020-05-16
152-197187-6495-5-G;Manuel Kynaston;Architecture;Hardware;Issue;Medium;2;15;Unknown;Closed - No Action;2020-08-11
